,"42-MG-BA","5637","639-V","697","769-P","8-MG-BA","8505C","A172","A2058","A2780","A549","ACHN","AMO-1","AsPC-1","AU565","BFTC-909","BL-41","BL-70","BT-20","BT-474","BT-549","BxPC-3","C2BBe1","C32","C3A","Caki-2","CAL-12T","CAL-85-1","Calu-1","Calu-3","Calu-6","CAMA-1","Capan-2","CAS-1","CCK-81","CHL-1","CHP-212","CMK-86","COLO-678","COLO-679","COR-L23","COV318","COV504","Daoy","DBTRG-05MG","DEL","DK-MG","DOHH-2","DV-90","EB2","EBC-1","EFE-184","EFM-19","EFO-21","EFO-27","EM-2","EN","ES-2","ESS-1","F-36P","FU-OV-1","FU97","G-361","G-401","G-402","GAMG","GCIY","GCT","GI-1","GMS-10","GRANTA-519","H4","HARA","HCC-15","HCC-44","HCC-56","HCC-78","HCC1187","HCC1395","HCC1569","HCC1806","HCC1954","HCC2935","HCC4006","HCC70","HCC827","HCT-15","HD-MY-Z","HEC-1-A","HEC-151","HEC-251","HEC-265","HEC-59","HEC-6","Hep G2","Hey-A8","HGC-27","HH","HLF","HOS","HPAC","HPAF-II","Hs 294T","Hs 683","Hs 695T","Hs 729","Hs 746T","Hs 766T","Hs 852.T","Hs 936.T","Hs 939.T","Hs 944.T","HSC-2","HT-1080","HT-1197","HT-1376","HT-144","HT-29","HuCCT1","HuT 78","IA-LM","IGR-37","IPC-298","Ishikawa (Heraklio) 02 ER-","IST-MES1","IST-MES2","J82","JHH-2","JHH-4","JHH-5","JHH-6","JHH-7","JHOS-2","JHOS-4","JHUEM-2","JM1","JMSU-1","JVM-3","K029AX","KALS-1","KARPAS-620","KCI-MOH1","KCL-22","KE-39","KE-97","KG-1","KHM-1B","KLE","KMBC-2","KMM-1","KMRC-1","KMRC-2","KMS-11","KMS-12-BM","KMS-26","KMS-34","KNS-42","KNS-60","KNS-62","KP-2","KP-3","KU812","KURAMOCHI","KYM-1","KYSE-140","KYSE-150","KYSE-180","KYSE-30","KYSE-410","KYSE-450","KYSE-510","KYSE-520","KYSE-70","L-363","L-428","L3.3","LC-1/sq-SF","LCLC-103H","LN-18","LN-229","LOU-NH91","LP-1","LUDLU-1","Malme-3M","MCAS","MCF7","MDA-MB-415","MDA-MB-436","MDA-MB-453","MEC-1","MEL-HO","MFE-280","MFE-296","MG-63","MHH-ES-1","Mino","MJ","MKN7","MKN74","MOLP-8","MOLT-16","MONO-MAC-1","MOR/CPR","MSTO-211H","NCI-H1048","NCI-H1155","NCI-H1299","NCI-H1339","NCI-H1341","NCI-H1355","NCI-H1373","NCI-H1563","NCI-H1568","NCI-H1573","NCI-H1581","NCI-H1648","NCI-H1650","NCI-H1651","NCI-H1666","NCI-H1693","NCI-H1694","NCI-H1703","NCI-H1792","NCI-H1793","NCI-H1869","NCI-H1915","NCI-H1944","NCI-H1975","NCI-H2009","NCI-H2023","NCI-H2030","NCI-H2052","NCI-H2087","NCI-H211","NCI-H2122","NCI-H2170","NCI-H2172","NCI-H2228","NCI-H226","NCI-H2286","NCI-H23","NCI-H2444","NCI-H2452","NCI-H28","NCI-H358","NCI-H441","NCI-H460","NCI-H520","NCI-H522","NCI-H650","NCI-H661","NCI-H727","NCI-H747","NCI-H810","NCI-N87","NCO2","NUGC-3","NUGC-4","OC 316","OCI-AML2","OCI-AML5","OE33","ONS-76","OPM-2","OV-90","OVCAR-4","OVCAR-8","OVMANA","OVSAHO","OVTOKO","P12-ICHIKAWA","P3HR-1","PA-TU-8902","Panc 02.03","Panc 04.03","PC-14","PC-3","Pfeiffer","PK-1","PK-45H","PK-59","PL45","PSN1","QGP-1","Raji","RD","RERF-GC-1B","RERF-LC-MS","RKO","RL95-2","RPMI-7951","RPMI-8402","RT-112","RT4","RVH-421","SBC-5","SCaBER","SCC-9","SF126","SH-10-TC","SHP-77","SIG-M5","SIMA","SJRH30","SJSA-1","SK-BR-3","SK-CO-1","SK-ES-1","SK-HEP-1","SK-LMS-1","SK-LU-1","SK-MEL-2","SK-MEL-24","SK-MEL-30","SK-MEL-5","SK-MES-1","SK-N-AS","SK-N-DZ","SK-N-FI","SK-N-SH","SK-OV-3","SNG-M","SNU-182","SNU-C2A","Sq-1","SU-DHL-10","SU-DHL-4","SU-DHL-6","SU-DHL-8","SUIT-2","SUP-M2","SUP-T1","SW 1271","SW 1353","SW1417","SW48","SW480","SW579","SW620","T84","T98G","TC-71","TCCSUP","TE-5","TE-9","TEN","Toledo","TOV-112D","TOV-21G","TT2609-C02","TYK-nu","U-937","UACC-62","UACC-812","UM-UC-3","VMRC-RCZ","WM-115","WM-266-4","WM-793","WM-88","WM-983B","WM1799","ZR-75-30"
"42-MG-BA",1.0,0.891332638779,0.909790191088,0.83641990828,0.88691170978,0.915661150121,0.915112447576,0.913843672998,0.899337695535,0.871067254436,0.891684195275,0.887805462155,0.836163966642,0.829813031196,0.844845209325,0.911550003633,0.815638769062,0.814012115552,0.872391818605,0.849178259648,0.920381360327,0.861830943846,0.859835332186,0.889115663588,0.827160980096,0.875905534414,0.875889043123,0.867209299175,0.920859238449,0.854236246418,0.898597472309,0.850721066167,0.857861526361,0.934633625018,0.837249799392,0.884559813957,0.895243765098,0.824369198008,0.842066189252,0.879283722957,0.864951912801,0.882176905028,0.897738801642,0.928700271576,0.908658648646,0.849079101185,0.914124424175,0.810631078682,0.839918626513,0.802787809482,0.884988190274,0.86888103628,0.844114689998,0.869094190811,0.895784891689,0.834955575541,0.884129676845,0.91504607891,0.916697327986,0.825645363014,0.886107321574,0.835410161224,0.890449644734,0.868318604983,0.878368327018,0.925722854919,0.872525465761,0.923851292722,0.928955655197,0.93267853911,0.82332479168,0.9279033092,0.878054493237,0.883155990381,0.891722580397,0.828551916088,0.871971747091,0.863717601855,0.915398547152,0.871389463655,0.856630751084,0.868579130643,0.849654539685,0.880666773729,0.859003436031,0.892117054224,0.876305946449,0.904472087261,0.871541653185,0.872993570154,0.869238776537,0.874526616213,0.868106308676,0.889067025914,0.836419305081,0.908500386189,0.888021641928,0.830340345847,0.91247978406,0.923209601669,0.841687389134,0.841471600179,0.89780781629,0.938769595771,0.896870359014,0.930676830301,0.913953686841,0.886942487683,0.893939505235,0.870820759459,0.91285280829,0.902324432399,0.882897296184,0.921836102393,0.862684703848,0.852431711825,0.909866314699,0.841985258316,0.882802588013,0.84501399918,0.900892665119,0.881349177404,0.892328745875,0.878218027918,0.907177290507,0.908576029445,0.921387747003,0.890328516126,0.886651760833,0.838744698844,0.898634435051,0.849056236895,0.883654059014,0.867561400559,0.896267968201,0.827945754456,0.904282983633,0.815479501542,0.884740202741,0.926741928809,0.822003200126,0.859872536606,0.858509294966,0.840491600795,0.828197206453,0.83611026185,0.817508444143,0.87194171346,0.845636526007,0.843575288673,0.904555999116,0.89700248785,0.853000957561,0.832773308316,0.834790674122,0.844756959699,0.882054891528,0.927146864159,0.868107887021,0.864881869979,0.862796096644,0.839818012853,0.863142455481,0.846681400193,0.875697595623,0.873855263451,0.883363803754,0.843118528484,0.888471167186,0.875408512133,0.877334016684,0.898591826365,0.85645760316,0.834797752777,0.839792928023,0.870090181361,0.872142325938,0.905805724501,0.929938611611,0.924439818192,0.907661373196,0.822547394231,0.858058585473,0.872431142991,0.8696161253,0.855309363734,0.831912719643,0.905083887157,0.846946541597,0.824155280228,0.884043458908,0.8602408416,0.894137641962,0.921172816706,0.87042192685,0.828570433472,0.846889012617,0.88019752693,0.858861423195,0.843999505127,0.81762655579,0.82184145691,0.852255867194,0.910523725233,0.870418781922,0.870912052503,0.898680057648,0.903129151424,0.875457350641,0.881721490143,0.892360528035,0.896702951778,0.87510939751,0.849547867269,0.857015632334,0.863945033578,0.892402731111,0.884933304168,0.86592865488,0.875930482726,0.838312357864,0.896598272152,0.901677658793,0.889175799835,0.859992882827,0.890574288751,0.859622863545,0.904397233927,0.889368488408,0.882911496529,0.891836915985,0.916361962349,0.878418482344,0.849475239058,0.85276052419,0.856947963171,0.882300073021,0.90302492002,0.905344487657,0.896385129507,0.896070434016,0.881216591891,0.91475583765,0.879516445724,0.881345186619,0.863074686217,0.889144174359,0.858369877365,0.865867600053,0.883463103926,0.887252469706,0.843262792267,0.865426716331,0.825817907155,0.853470830432,0.838021524674,0.868782331526,0.824751298833,0.898149426852,0.816654523133,0.828220663656,0.857458212511,0.888861949983,0.828541931827,0.844363172584,0.881086247231,0.898627041766,0.81693412831,0.869750714246,0.880477207866,0.825130158374,0.811298762792,0.859771010021,0.870172691764,0.870453142102,0.87558105444,0.891699834113,0.819552252769,0.876349792644,0.902976535529,0.855631711613,0.871381870117,0.884738796035,0.831932896931,0.823347209828,0.906724712151,0.868681082753,0.907783222672,0.869151704483,0.862484699227,0.938048379546,0.830339605402,0.866644746939,0.858076168817,0.897175543017,0.862325971716,0.886041078224,0.861193345236,0.946624316749,0.910769512591,0.84493867955,0.835853031504,0.826072280073,0.874434934457,0.928084658278,0.844506227656,0.83349721538,0.869536427906,0.904394933538,0.933253956184,0.916890292259,0.88079939822,0.890677731057,0.897803794946,0.875130078256,0.901893165808,0.897835356319,0.855244539787,0.845410782627,0.917262720137,0.898756867573,0.859000533122,0.898385653183,0.861707151448,0.871062451445,0.79930616547,0.79464535028,0.807864417906,0.816882216618,0.876555290481,0.838164224618,0.838843548689,0.909535991341,0.928210248375,0.858316937271,0.853418507389,0.875264687853,0.946834223479,0.865057770875,0.844622151033,0.936355624968,0.878574469418,0.892754309711,0.848481513643,0.858978206694,0.864015223286,0.831981858841,0.882827023632,0.88197509443,0.91038663006,0.894220029825,0.835569051143,0.897111633909,0.816401968073,0.909398402659,0.886966236581,0.900734786595,0.883722368202,0.917569225583,0.885465825427,0.895424760487,0.888030933055,0.83292311545
"5637",0.891332638779,1.0,0.908260309274,0.827925162663,0.901994899047,0.884041319862,0.918193534477,0.894944137186,0.897036146032,0.851866139474,0.908073089172,0.895899397177,0.833524513796,0.869888427066,0.87462343076,0.886606287179,0.813845643501,0.814394821098,0.896038414458,0.867699609968,0.905497584415,0.925397106561,0.89041067291,0.869911385192,0.843526641751,0.892291246499,0.927788722459,0.925890892502,0.923855951396,0.899185611778,0.902825717713,0.864154345018,0.912639240845,0.897931445675,0.869621545342,0.877544268091,0.877969466333,0.816876578497,0.879689705582,0.875851112184,0.913791038466,0.882748262322,0.913562065386,0.904113682377,0.900195556974,0.844654825248,0.850122528201,0.810409764283,0.871726518064,0.796599283162,0.920924895887,0.908616680955,0.859363334963,0.889043747995,0.925496899419,0.831216924803,0.878133785023,0.908041925023,0.917232584617,0.82016336521,0.894031995423,0.844535426846,0.885653264126,0.859694583771,0.857736633272,0.918507871358,0.886547416367,0.916816787817,0.899950057665,0.906154413346,0.822931194415,0.894938780348,0.907218533216,0.904298094815,0.918506316376,0.874869523949,0.914539437492,0.881031521346,0.897544679164,0.883790825456,0.897181590384,0.901668105675,0.889271065205,0.901969055785,0.890334550367,0.924216471823,0.908939814208,0.886194943585,0.899683012714,0.904786645761,0.894950734993,0.910987063408,0.878317813542,0.898968012686,0.84574495252,0.915058413763,0.860963135314,0.825476733234,0.897402201786,0.904291305536,0.881105357136,0.89773370501,0.888997792569,0.906105991575,0.886808634778,0.896044546887,0.910157272679,0.914786023192,0.865625279795,0.867930379109,0.893569586436,0.909644983419,0.920414489521,0.918298128587,0.897154957631,0.892870077101,0.89469338847,0.886542992134,0.944951862862,0.847968450903,0.907368961303,0.877455040118,0.880250818286,0.890994563171,0.896622579566,0.906907056654,0.928092293783,0.890134202453,0.892658397069,0.866350704529,0.889436517591,0.862310309091,0.910579938393,0.897562286157,0.874715294472,0.829527848802,0.913823241518,0.811599130564,0.880603716483,0.89187996154,0.821576786306,0.894983745313,0.847644992107,0.874092448354,0.829806657313,0.830684493769,0.815519892075,0.894775114403,0.902354548244,0.848085459463,0.904112278659,0.895701892477,0.859910830396,0.840624603065,0.826701074171,0.842953925393,0.862209968163,0.893675288078,0.920120236062,0.909592296554,0.884038560175,0.834455218929,0.862214398159,0.825164899333,0.902407937432,0.90649741921,0.915701989255,0.881565650713,0.928193846706,0.907187344632,0.909480164412,0.915832210942,0.868718745703,0.818117003099,0.835463047187,0.903667178921,0.86835476873,0.908691412385,0.903198363233,0.901207378916,0.911275084719,0.81593749561,0.900988933215,0.865835981793,0.925581066232,0.872574210304,0.84956894613,0.907933693972,0.859896058796,0.815003921913,0.876625116786,0.876262361749,0.894139454985,0.892720217909,0.836440168028,0.829776825773,0.848445221563,0.918805905401,0.884387256087,0.826738578331,0.80658423607,0.819414843631,0.886176685338,0.913331396091,0.879968802642,0.860113263341,0.900037207283,0.900025523107,0.876806878034,0.89215332753,0.920280649894,0.89127582438,0.901459616986,0.880681358762,0.848171253994,0.922637946783,0.915535832118,0.890938897851,0.919628861773,0.891004236559,0.826988079736,0.884697634887,0.913713692335,0.899875867946,0.89735911994,0.886176860828,0.872991876594,0.918249000158,0.918792439215,0.892833666968,0.891511397096,0.9122529057,0.908355649864,0.861965580542,0.902113039203,0.89418580414,0.865641111049,0.915042044008,0.908510911647,0.898644834053,0.907449615843,0.930311155668,0.90731624473,0.888908105908,0.90702800223,0.899604558904,0.892396481223,0.878056312886,0.861373411788,0.888956205117,0.869323218331,0.86779064093,0.918524051623,0.837306107915,0.899136765105,0.825969236743,0.925084883476,0.866152573005,0.913798069169,0.815237506736,0.826673418724,0.906868687178,0.899126223094,0.812754548275,0.868504257519,0.906328491662,0.896159642212,0.839219521598,0.880601259941,0.893690061846,0.811873178253,0.81450978753,0.908353284935,0.917272492708,0.921468650244,0.920197185086,0.927470141679,0.823198638642,0.933602117925,0.91242251779,0.905326244148,0.92212382628,0.908379882813,0.842342063064,0.825869599108,0.870999096585,0.892338415077,0.91065752261,0.881396781219,0.902799803455,0.903046604666,0.818917308755,0.916794952437,0.899226202016,0.885781572065,0.853737570027,0.927151861749,0.898401812484,0.903871864436,0.909811802504,0.835819622697,0.832630038347,0.805828513013,0.860285658722,0.892121338255,0.874406901627,0.882092532906,0.85000269154,0.903434958823,0.902794947978,0.912604046842,0.871205762259,0.869152124223,0.885691245697,0.878352748582,0.911109033078,0.875397813874,0.84122053979,0.828481166551,0.893336530885,0.910282086863,0.8875297688,0.897736026986,0.897302612105,0.917624453092,0.804313346206,0.80146024919,0.803949905475,0.814682559009,0.89323713037,0.826243150406,0.836191396988,0.908394685784,0.890199584554,0.90346429831,0.881753400731,0.917231502391,0.900526519613,0.893027156884,0.895118829318,0.896225926542,0.864393872794,0.88985654416,0.882919137065,0.903457252793,0.897494289037,0.834637663048,0.868065869568,0.895201794817,0.913465062639,0.891588777015,0.83219291093,0.880062131906,0.8394367447,0.901775717483,0.879184282581,0.871806786364,0.864531062264,0.902600486466,0.871430205485,0.878020136989,0.875287210426,0.845569658481
"639-V",0.909790191088,0.908260309274,1.0,0.872379246738,0.905093290957,0.902187367233,0.927450912505,0.908274329018,0.916091873213,0.907957226582,0.912103392659,0.901708624682,0.879985389542,0.852579516654,0.879062699498,0.903839714874,0.86327620573,0.859962097171,0.898113542717,0.881864536817,0.924060072394,0.883636680865,0.899057271901,0.886256916389,0.859362730608,0.889733968374,0.900246520353,0.887281523839,0.91869508162,0.887557452418,0.920565065337,0.885771761005,0.885972068168,0.90837314567,0.885986504068,0.898028556292,0.901551686607,0.859698669786,0.882816645629,0.897783505424,0.907869067248,0.893650834253,0.904332005344,0.916968326838,0.903183719012,0.871645763847,0.867028409276,0.857865968225,0.880376916176,0.835731424108,0.909962391716,0.894389464995,0.880571840514,0.888949696847,0.922817700857,0.874679408844,0.92171891083,0.922906451883,0.918675890016,0.857928033667,0.912421217082,0.871747543009,0.90565184154,0.907168483541,0.901659246024,0.922125121177,0.90180710519,0.925794420256,0.919657967558,0.912103056586,0.857165217988,0.909153945168,0.917220936848,0.906202518174,0.911751716302,0.870298362007,0.902397204838,0.883058626268,0.910080204013,0.898341659222,0.88417787915,0.890034972367,0.873590143506,0.890106783056,0.872717580161,0.920491964808,0.926596656487,0.905308492418,0.905874101138,0.910206325793,0.901141398946,0.905325681136,0.898130036929,0.920788602457,0.86965336312,0.920269527106,0.904802180492,0.867354022723,0.915090710996,0.935256893561,0.872250308821,0.870490465096,0.895276132137,0.909026817139,0.896138749263,0.909167335482,0.913836934418,0.900282845582,0.886463972105,0.888112207665,0.901280272894,0.912120603617,0.89712082065,0.927959557457,0.873391637504,0.877310641508,0.907787413946,0.884439361426,0.908741394621,0.877332686882,0.922104205167,0.898112985445,0.901092382701,0.910884710688,0.908199858453,0.918347289376,0.933026921753,0.87959619931,0.89544737795,0.879513372644,0.89449747639,0.883863804152,0.89448196734,0.889409585808,0.9203965053,0.872819889183,0.930913505544,0.844357627669,0.894581485865,0.910241886566,0.86149051071,0.881385578675,0.888908756306,0.878393676373,0.862635171631,0.863208242441,0.852374769647,0.882867428829,0.86840712368,0.890935513714,0.895051693176,0.894935939295,0.887611713774,0.880190324434,0.861925129764,0.878906410885,0.891230162859,0.911829476797,0.895611545703,0.892360465693,0.887589979327,0.873020571769,0.882057887466,0.872821190422,0.898630547554,0.903718923,0.91675086106,0.860765297524,0.910551104461,0.90884232657,0.902750589119,0.913108933583,0.882302877346,0.870817720154,0.876050328854,0.895617499672,0.882929653619,0.920546897664,0.924206718183,0.911738518175,0.919436178892,0.854977232716,0.890509008909,0.876085449137,0.898937483689,0.88782881507,0.85071923776,0.916240537588,0.885769659043,0.856972966855,0.898471608908,0.891438947638,0.932121331536,0.914317101692,0.879709245308,0.871028041522,0.879146225558,0.90769983642,0.882069844078,0.870828169964,0.850814420373,0.850470399214,0.892984450264,0.928601068792,0.898724999816,0.903418001267,0.935036784828,0.92357774875,0.8959502268,0.903724132707,0.913064931448,0.900116465568,0.905094176317,0.87649082478,0.901788606953,0.891843954111,0.905662187188,0.902316400735,0.884626348893,0.893260559306,0.867114106429,0.92769007423,0.919304208625,0.911246170713,0.889049196809,0.903829894694,0.887607266362,0.915139217998,0.914943557989,0.901818191495,0.910348546207,0.917803297084,0.905963104432,0.891619749995,0.882529013978,0.903824927743,0.891000860033,0.903220565336,0.913400831412,0.926982087199,0.929959551731,0.896064398854,0.918531700224,0.904079108529,0.902158451182,0.889390643137,0.911723702829,0.895994514856,0.903711048813,0.906691456882,0.90412029112,0.870674141663,0.898219004832,0.8645040702,0.892256247604,0.870265482925,0.905724815238,0.858772027155,0.930842021598,0.847882931338,0.861254925306,0.89638605294,0.893057276453,0.858930147499,0.872899483605,0.898105751436,0.922458133114,0.847381671378,0.899969166344,0.894259651129,0.864730913114,0.855747767155,0.898436891023,0.899714507757,0.89474149398,0.896885541239,0.911747853971,0.868393665844,0.904884367563,0.913745101962,0.877084230127,0.903971874065,0.916495039001,0.860761947103,0.866389760001,0.900637037295,0.89171558643,0.909101118443,0.917947955736,0.897108158282,0.913656397892,0.869043265933,0.888588683535,0.88438032993,0.893793989863,0.900349633237,0.895118408027,0.870594879116,0.913840914552,0.92370555887,0.878905202874,0.872212570427,0.860022390016,0.889845565617,0.904931815141,0.880239284104,0.874168867238,0.892058266548,0.912875431416,0.918606622709,0.918770017208,0.886230613231,0.875043651574,0.909807125701,0.894038410557,0.894749958311,0.900253387756,0.887132402422,0.872927540829,0.914937321868,0.906420712203,0.888916706937,0.90040944458,0.891864000846,0.903924440389,0.842182183576,0.843225665524,0.854429543687,0.855122183582,0.905573786641,0.85590170606,0.878516277883,0.931908257167,0.899077643713,0.896950523867,0.896240648034,0.914082505799,0.910111529568,0.912399970605,0.886305636283,0.90727222971,0.907493909943,0.895862170922,0.871309119899,0.879201725404,0.89501899489,0.873292480733,0.915681471557,0.904901842194,0.934202401829,0.916931092158,0.86446226161,0.897454349614,0.85899127456,0.927983792347,0.894676069713,0.877959296886,0.884222009295,0.901575945886,0.892711195949,0.897360554999,0.893021256402,0.862505856947
"697",0.83641990828,0.827925162663,0.872379246738,1.0,0.84441238148,0.835983773286,0.849370860657,0.830425447464,0.856153394444,0.862149616345,0.835932399395,0.829090368341,0.884662536485,0.78318849997,0.821692022445,0.837333083549,0.900958711391,0.897176996583,0.829167738689,0.83961188493,0.84394674061,0.8061690701,0.829559272154,0.83181011742,0.803020007898,0.81832449074,0.825465107757,0.804848843083,0.835967412625,0.824647185594,0.848924161972,0.838000620103,0.814140031129,0.831761950688,0.846560232448,0.84655169316,0.851673461662,0.870008200821,0.828175987048,0.836787959171,0.832939272329,0.83044234605,0.830282548841,0.853305422711,0.820362699062,0.845644543968,0.803872614036,0.895854711126,0.821210257239,0.868289553537,0.839244670689,0.818036034211,0.829774645408,0.822605096588,0.8409660094,0.88098149525,0.861055882426,0.849672882437,0.843332309048,0.851130598275,0.848146751832,0.8137319476,0.847083817581,0.851953201989,0.841512648311,0.840991385276,0.833299113921,0.850939842794,0.854053056935,0.836058957565,0.890432857889,0.840641484228,0.844966044773,0.838947761556,0.831176815414,0.82295003864,0.835878797215,0.837196199659,0.846180864077,0.835974951966,0.814861517505,0.828235113513,0.816078269701,0.82111463279,0.808152660133,0.844111401474,0.862845879423,0.839541350562,0.844047051276,0.848812039301,0.841181015834,0.838628730617,0.846334143318,0.852870848868,0.812233688772,0.848081977463,0.859571680813,0.871610556798,0.835729040586,0.865613453347,0.811804027034,0.796885403047,0.815675794594,0.829501801811,0.827960149743,0.829448382948,0.832906886863,0.821580886267,0.830044303647,0.833003368527,0.835414307754,0.837915219757,0.824046807225,0.853508125069,0.812799761024,0.814841689199,0.840335423402,0.828155451101,0.831268507248,0.8802049377,0.841031866127,0.841181905011,0.843348510589,0.847478434895,0.83396660363,0.844943916925,0.84563463232,0.795385325384,0.824725040452,0.824059423854,0.830186886175,0.838363097998,0.822078136533,0.826050439026,0.865995292636,0.916769124679,0.852960805747,0.860109710858,0.83521588572,0.832735107144,0.8822929915,0.813134527681,0.888454848064,0.829443533406,0.879214728887,0.886490096943,0.86105116802,0.808064269097,0.799331869486,0.868962269412,0.825654476485,0.831371217148,0.876641451296,0.875704708652,0.867407907824,0.877758993226,0.824958688093,0.833130850437,0.814343102084,0.827610693776,0.82214120978,0.877826295209,0.818355846311,0.821670945583,0.838548581853,0.834343397129,0.844233556145,0.79135734407,0.838713898694,0.840243873476,0.84064924776,0.828301115301,0.825679675506,0.867654420959,0.866296296994,0.831257942508,0.829327881924,0.839370132145,0.851169422424,0.847232555321,0.832178964971,0.848482812875,0.822729025308,0.816431105539,0.82681938592,0.828808954564,0.793716846515,0.837855843231,0.83776905873,0.884932468126,0.846573127957,0.833877641249,0.858884039529,0.843691118474,0.848289398033,0.902638312475,0.880678815945,0.82370432786,0.819658485837,0.864507731327,0.889494235168,0.862339775728,0.841165545614,0.855878741841,0.85899452925,0.855256883114,0.85775832768,0.846703298893,0.848950423618,0.829885774478,0.841801568265,0.82328961049,0.835735480191,0.813902217072,0.845194094558,0.818342086851,0.826988805298,0.832043688791,0.815391639424,0.824573754255,0.843323083056,0.861374879538,0.836524676048,0.827332082126,0.827368025416,0.836375269195,0.827380869896,0.83695683489,0.841190967288,0.826082091584,0.827298900182,0.829797217191,0.833447770827,0.855242020533,0.816539136325,0.84339565178,0.833882686292,0.829008892224,0.836738324899,0.851907356104,0.852996809723,0.814978164951,0.840817549961,0.853173004893,0.844450638255,0.826621558574,0.852471658076,0.851201229391,0.850679658061,0.828375171094,0.835097917403,0.818723623355,0.834647035443,0.830866217115,0.834272500668,0.869137316972,0.832308124674,0.809102156588,0.854076917498,0.86844355834,0.878836369599,0.8309948028,0.830396468853,0.864102359288,0.817668469558,0.824058212495,0.848663101532,0.789877317005,0.83397323064,0.822923016181,0.903929207291,0.889657397104,0.834853501907,0.835307518,0.822717656278,0.823070645581,0.821998439719,0.877823454863,0.830345699023,0.840427327508,0.802010786758,0.835687940215,0.841291297922,0.818036224928,0.893597393426,0.845566178162,0.825133972835,0.830921038374,0.854632885502,0.832225636395,0.844785010252,0.902018425451,0.822680607637,0.831832210126,0.833775721774,0.846351742023,0.815108081197,0.790767212672,0.836459327928,0.842256747055,0.83854760648,0.885281929398,0.838085733912,0.854632968098,0.84003308734,0.822608030943,0.819144053035,0.867672542434,0.841859384705,0.829828476251,0.841686993779,0.830268715607,0.807642216777,0.855013431963,0.831569146074,0.81322786787,0.847687209967,0.862385202042,0.83671703618,0.846680667718,0.833365269216,0.831956901177,0.822365971558,0.8231153358,0.825640909372,0.875527122327,0.878563625964,0.886145599491,0.898527665595,0.844944243806,0.843532321044,0.900092838147,0.855010017515,0.820071424957,0.831125848197,0.839348898249,0.838252014967,0.826555824741,0.858823037556,0.823795384889,0.843229638199,0.866241309656,0.811591686525,0.809413909017,0.815960698863,0.830057078738,0.913124257356,0.863637127923,0.830356078879,0.858638499009,0.855629000813,0.870548772701,0.831841523672,0.805070751127,0.858445424311,0.830748821935,0.816359364378,0.824820747472,0.823968566281,0.841649168967,0.848277374913,0.837365322599,0.813715625727
